likes,body,url
1,"Изменения в расписании! 

Завтра 29.11
20:00 - dance mix,тренер Куркина Евгения
21:00 - FLEX, тренер Куркина Евгения

Приносим извинения за неудобства",https://sun9-68.userapi.com/impg/c857228/v857228622/686e4/-1tFuA6KJfI.jpg?size=1280x1279&quality=96&sign=13d70c58e9c60d979ff485b2d8b8a613&c_uniq_tag=hLkEGae8N2ap7rnmJjD7P8D8t44rpADATGjJmnmYziI&type=album
2,"Рано или поздно ты все равно упадешь. Но ты учишься, ты учишься приземляться. 
Победитель - не тот парень, который никогда не падал, а тот, кто сразу вставал и снова пробовал. И если неудача снова сбивала его, он тут же поднимался. 

(с) Никита Сайдашев

Фитнес-клуб Молот
пр.Большевиков, 18

#спортзал #бодибилдинг #пауэрлифтинг #пресс #тяжелаяатлетика #штанга #сила #molotfitness #молотфитнет #молот #дыбенко",https://sun9-39.userapi.com/impf/c850732/v850732713/1edc27/PRUCLeKJDQM.jpg?size=1077x1080&quality=96&sign=84c32465417d56a0bcb960018d2b2fa0&c_uniq_tag=8f2LXqwhQrfOauERGWuB71vF8WPIYyKr-axeVlk5Syg&type=album
5,"Расписание групповых программ с 26 августа по 1 сентября. 
 
Фитнес-клуб Молот 
Пр.Большевиков, 18

Уважаемые клиенты, рассылки расписания (в личные сообщения) на этой неделе не будет",https://sun9-64.userapi.com/impf/c852028/v852028058/1aa1d1/hReTjQBL5mQ.jpg?size=1280x720&quality=96&sign=5177ff0c953ee9816165b1ab8f6245db&c_uniq_tag=CrH3dtnVTGxRRmaqvBS983yL5krU5A8foS0QzsGkwZA&type=album
8,"Расписание групповых программ с 19 по 25 августа. 
 
Фитнес-клуб Молот 
Пр.Большевиков, 18",https://sun9-40.userapi.com/impf/c855124/v855124900/c976b/vi2TjILgZM4.jpg?size=1280x720&quality=96&sign=b8a317f3ea04d0d28d229b2d99e2b141&c_uniq_tag=DtxKZwnPEeQtjbdjfvlNDms4ojLwI-GyLHzRIVsqItY&type=album
4,"Расписание групповых программ с 12 по 18 августа.

Фитнес-клуб Молот
Пр.Большевиков, 18",https://sun9-61.userapi.com/impf/c855732/v855732379/b94b0/-8M02ruC80w.jpg?size=1280x720&quality=96&sign=3fe748effad95213b7b477b0b2ae02ab&c_uniq_tag=DPA9okL4Y_BS9SqeZBPT1pYP8_UVQoiuFvNE6a3rKnI&type=album
2,,https://sun9-6.userapi.com/c857732/v857732084/2637a/7DjAs9T9WuU.jpg
4,"Расписание групповых программ с 22 по 28 июля в фитнес клубе Молот Невский 

Уважаемые клиенты, рассылки расписания (в личные сообщения) на этой неделе не будет",https://sun9-40.userapi.com/impf/c850120/v850120279/19fe67/awg2a801aaM.jpg?size=1280x720&quality=96&sign=88cd81a8b323e1df383947d766eb7d72&c_uniq_tag=ODnMISI7SYcAynZ78N3S0jL6AvA3nXWLkMBP2ta_74g&type=album
9,"Уклад жизни современного человека изменился, и вместе с ним изменилась физическая форма.
 Ранее физическая сила была следствием образа жизни. Сегодня, в большинстве своём, следствие - это дряблое, рыхлое, изнеженное тело. 
Больше не нужно пробегать десятки километров в поисках пищи, лазать по деревьям, сражаться с мамонтами. 
Самым серьезным вызовом сегодня можно считать переноску пакетов, из магазина в машину, и из машины в квартиру. В итоге мы имеем то, что имеем... 
Выход из положения есть. Для этого необходимо отказаться от ленивого образа жизни и постоянно бросать себе вызов. 
Поставьте цель подтянуться 30 раз, присесть 2 веса или пробежать марафон. 
В любом из случаев по пути к цели, вам придётся постоянно преодолевать себя, и вместе с этим крепнуть физически и духовно!

(с) Игорь Бурун 

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-26.userapi.com/impf/c850736/v850736375/166272/9Bd46-hmJWw.jpg?size=1077x1080&quality=96&sign=6f98ec9cd24584ef38ce776182d887df&c_uniq_tag=iEKnRqn3bwbaskQPd8WOQOgNhwEqyLwg-hnuTYLuLOo&type=album
1,"Уважаемые гости!
В фитнес-клубе Молот мужская и женская сауна закрыты на техническое обслуживание с 03.07.19 - 31.07.19 включительно. 

Приносим извинения за неудобства.",https://sun9-59.userapi.com/impf/c852128/v852128330/15c024/sjb0QamwZic.jpg?size=1280x1279&quality=96&sign=188b4076d0b915d3baeec0d860e8501d&c_uniq_tag=FQqkyfRCycsxAHN1NFphsYVnTHapvsUoFLJ2tlZsNEE&type=album
2,"Расписание групповых программ с 10 по 16 июня

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-73.userapi.com/impf/c848620/v848620270/1a8106/9kpctMmR7Kw.jpg?size=1280x1280&quality=96&sign=aff508385fb005dd3ce20a17d72327ac&c_uniq_tag=H4N1rxoAN1w_XO2rdHPapddnjMIY3ZnH6YgE5uT7h7I&type=album
3,"Расписание групповых программ с 27 мая по 2 июня

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-42.userapi.com/impf/c850024/v850024554/19f7b3/n6jXJkLeofg.jpg?size=1280x1280&quality=96&sign=1ccdc3bd110fd0c38ece4336364bb288&c_uniq_tag=df5MJZHIRowZLhMNDe-xVJn9Atx7YfAkAOGwNiUee3o&type=album
2,"Расписание групповых программ с 20 по 26 мая

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-59.userapi.com/impf/c854216/v854216746/44d30/U6xrzheIExY.jpg?size=1280x1280&quality=96&sign=c2137c646ed23b10d8ec302f018fe673&c_uniq_tag=7wBmD2SeVYl0pgaZHOm2rS5_yg1q-9U7mSlgMXCt3Xc&type=album
5,"Расписание групповых программ с 13 по 19 мая

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-64.userapi.com/impf/c846523/v846523601/200e50/iEgHzPe1so8.jpg?size=1280x732&quality=96&sign=a40d0e527cdeccf420de9d6792a0be34&c_uniq_tag=xx5_SV0I-2eI143SO4pZZjBklLLdKzKZiIo74bw4MpQ&type=album
3,"Режим работы клуба в праздничные дни: 
9-12 мая - 9.00-22.00

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-7.userapi.com/impf/c855624/v855624516/385eb/-cOpex1AXpE.jpg?size=596x842&quality=96&proxy=1&sign=f8514fcc256478deab01186e27415846&c_uniq_tag=JoicUJJPloxWejRzTWkCWctAJsuQgGlE0CPrMvSzMQ4&type=album
3,"Расписание групповых программ с 29 апреля по 5 мая

Режим работы клуба в праздничные дни: 
1-5 мая - 9.00-22.00 
6-8 мая - 7.00-24.00 
9-12 мая - 9.00-22.00

[club147399356|Молот - Невский.]",https://sun9-52.userapi.com/impf/c849420/v849420828/17e9cc/KvEmjvuJWQM.jpg?size=1280x1280&quality=96&sign=34218971065e225a9a7f80e59f624b3b&c_uniq_tag=nsF4wE-ZWiOek71SL7J8o9hxvkTEwWnOt6Cspwf6RF8&type=album
5,,https://sun9-64.userapi.com/impf/c855224/v855224810/2fb32/S77_TeR2AfY.jpg?size=596x842&quality=96&proxy=1&sign=719a5e6cda32c7f7635c91a7e7c53c4b&c_uniq_tag=T3kDUElMkHKKmzMxQo6h3Dg7ue0hgkRSwfQpZQQwlc4&type=album
5,Актуальное расписание групповых программ,https://sun9-38.userapi.com/impf/c850336/v850336536/12d27c/XvY9q74nPIQ.jpg?size=1280x720&quality=96&proxy=1&sign=bd9a4265b74824180b0e38b962a095e0&c_uniq_tag=wK0Ewq_ec5NYcqi80De5yeXPiymdfCzhv8GGBkK0Lrg&type=album
0,,https://sun9-33.userapi.com/impf/c845221/v845221348/1ed45d/bpHNJqfUeoQ.jpg?size=678x960&quality=96&proxy=1&sign=c8388681f74e7956339ea1c4d069b4b9&c_uniq_tag=6nuOC8UYE2A72msc_N8LzoB8iLuD7hCq1zn4tmsNQdw&type=album
1,"Расписание групповых программ с 22 по 28 апреля

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-5.userapi.com/impf/c855132/v855132135/2ba16/Tay-C3tzS7E.jpg?size=1280x1280&quality=96&sign=12dd7b6a159f3f497e356d35d73dec17&c_uniq_tag=Z_MSmpKDmleS1S8l8LuTtORnXcJgmz4HtsspAuNwj50&type=album
0,"14 апреля (вс) - ОТМЕНА занятия Тайский Бокс

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-44.userapi.com/impf/c851024/v851024189/107eab/2_8o_REgyO8.jpg?size=1280x1042&quality=96&sign=ecabc2c763f57fcd425b2f3fe0a6d24a&c_uniq_tag=8_mxLOzJ2k3F_u9_QCNSy4oXJIKV3GojxOTliCazaAM&type=album
0,,https://sun9-24.userapi.com/impf/c845322/v845322509/1d12d0/_npNQTmuO-g.jpg?size=768x1080&quality=96&sign=27ddff778fe1ac56382e14072a8a0941&c_uniq_tag=CagHyVDP1WmIH24d4Lkx3CoanfR8gprDb87S5GoYD7Y&type=album
13,"Тренируйся с теми, кто сильнее. 
Не сдавайся там, где сдаются другие. 
И победишь там, где победить нельзя. 
 
(с)Брюс Ли

Фото от [id21876353|Александр Жигайлов] a_zhigailov
Тренировка [id9113072|Павел Шабалин]",https://sun9-31.userapi.com/impf/c844321/v844321466/1ae324/X_6fxBnSZtk.jpg?size=1280x1279&quality=96&sign=63f9682ec8884e207ddee139c3733734&c_uniq_tag=U58QkNAK-N0iekenGnWE7foRKMsLdLiGYGeJZDNMu9I&type=album
3,"Уважаемые клиенты! 
Пишите отзывы о занятиях с тренерами фитнес-клуба МОЛОТ. 
Эта информация может быть полезна для тех, кто выбирает тренера для персональных занятий. 
 
В обсуждениях -(Выбираем ТРЕНЕРА) - https://vk.com/topic-147399356_39004365

Тренерский состав - https://vk.com/album-147399356_251247118",https://sun9-35.userapi.com/impf/c849020/v849020336/10e4a9/sj6phsBZW58.jpg?size=1280x1279&quality=96&sign=dc4d6687bdef4a4b90c924491aa38037&c_uniq_tag=AofT7OG-XfIXNWq9LyhxknnyrLYuuv5QL4hdlkwnh8o&type=album
4,"Только настойчивость приводит к цели. 
 #мотивация_от_молот

[club147399356|@molotfitness] 
#пауэрлифтинг #фитнес #начни_с_себя #molotfitness #становаятяга",https://sun9-10.userapi.com/impf/c848624/v848624463/fd391/KqHnZcPSa48.jpg?size=1280x1278&quality=96&sign=cd9d567e7059a2e9d2f08927a860dfe7&c_uniq_tag=oHlkDgsqt-_-aGiQj9NwQyoBSGdI-RNoNL6C6R5PMys&type=album
0,"Расписание групповых программ по 6 января, в файле excel, также расписание доступно на сайте molotfitness.ru",https://sun9-20.userapi.com/impf/c849532/v849532710/f67b2/lBCFXvmAWd0.jpg?size=1280x1280&quality=96&sign=663cb319fe91a2e5761d87b2a767749c&c_uniq_tag=GUPet2RYEkj0whfqrIi-fsmVIJJy9wtrD_-8F5UIWsM&type=album
18,"Работа над собой- это лучшее, что вы можете сделать. 
Примите тот факт, что вы не идеальны, но это нормально, а затем начните работать надо всем, что разрушает вас, вашими сомнениями, вашим эго и плохими мыслями.
В конце концов вы придёте к гармонии с собой, и это самое классное чувство в мире. (с)

На фото тренер клуба Молот - Екатерина Пинясова

[club147399356|Молот - Невский. Фитнес клуб]
 пр.Большевиков, 18",https://sun9-35.userapi.com/impf/c850616/v850616529/64565/bCaRXS1WJCk.jpg?size=1280x925&quality=96&proxy=1&sign=6f1097ac65fe49ee44bf8157eb1d3164&c_uniq_tag=lW5lnjs-vY5A9zazx81SNRkBFx7MIe0IHUy1GrzNjbo&type=album
6,#мотивация_от_молот,https://sun9-59.userapi.com/impf/c844418/v844418271/1458ec/DyHg1m0WVlE.jpg?size=1109x1109&quality=96&proxy=1&sign=e433f63fb5bc2883d2077686f34708f7&c_uniq_tag=_BxQMhvO4sLrJn3fs8DfvZwtTaxx-crQinh2Ye_dHhM&type=album
23,"Никому ничего не доказывай.
Просто следуй к своей мечте.

#мотивация_молот

На фото [id11606397|Игорь Бурун]",https://sun9-65.userapi.com/impf/c851016/v851016789/439a3/U48guNpTvd0.jpg?size=1108x1108&quality=96&proxy=1&sign=203a42cb2f3918b3172ab665cae5b740&c_uniq_tag=u3oyXx8GGSLhTgGkrDxH4IBDB2VW8ubU8NvIUnplEnU&type=album
3,А в чем ваша мотивация?,https://sun9-73.userapi.com/impf/c849428/v849428931/b15a0/sR-Gc9onPX8.jpg?size=1109x1109&quality=96&proxy=1&sign=b0b935d8e4524d9b251e17ec41dc55bd&c_uniq_tag=tF9WiT8kFYGL9zcuKLdtZS6nzetUyD_WlM22glnwRj0&type=album
1,"Уважаемые клиенты и гости клуба!

5 ноября клуб работает в режиме выходного дня с 9:00 до 22:00. Убедительная просьба планировать свои тренировки заранее!
Приносим извинения за доставленные неудобства!

#molotfitness #legendafitness #fitnessDybenko #sport #Дыбенко #фитнесклуб #ткНевский #Сделай_себя_сам",https://sun9-50.userapi.com/impf/c845321/v845321657/12016b/V553oHioLhQ.jpg?size=1280x620&quality=96&sign=0fb43aef86af6f5165ee14a7826c8f10&c_uniq_tag=rkfvg-ph5bCxElY_3BKNomYia-f_l1AC68DpSnTq0xk&type=album
2,"Расписание с 29 октября по 4 ноября доступно на сайте:
http://molotfitness.ru/clubs/nevsky/schedule/",https://sun9-40.userapi.com/impf/c851420/v851420943/327d6/1radlzP4520.jpg?size=1018x489&quality=96&proxy=1&sign=dff63bc1e9ffa3788059237b20f463d9&c_uniq_tag=EBMDJamO3RtAXPYriwoJ0-nclaKQGSURFHf4MRuKgM0&type=album
